shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
3010108,33.193494,-117.379696,10001,0.000
3010108,33.194164,-117.380275,10002,0.057
3010108,33.194329,-117.380003,10003,0.077
3010108,33.194566,-117.379604,10004,0.105
3010108,33.194809,-117.379195,10005,0.134
3010108,33.195044,-117.378805,10006,0.162
3010108,33.194195,-117.378092,10007,0.233
3010108,33.193925,-117.377863,10008,0.256
3010108,33.193802,-117.377759,10009,0.266
3010108,33.193802,-117.377759,20001,0.266
3010108,33.192851,-117.376960,20002,0.347
3010108,33.191776,-117.376053,20003,0.438
3010108,33.190693,-117.375141,20004,0.529
3010108,33.190590,-117.375054,20005,0.538
3010108,33.190590,-117.375054,30001,0.538
3010108,33.189624,-117.374241,30002,0.619
3010108,33.188541,-117.373335,30003,0.710
3010108,33.188434,-117.373254,30004,0.719
3010108,33.188434,-117.373254,40001,0.719
3010108,33.187924,-117.372866,40002,0.761
3010108,33.187752,-117.372723,40003,0.775
3010108,33.187520,-117.372534,40004,0.795
3010108,33.187487,-117.372507,40005,0.797
3010108,33.187329,-117.372374,40006,0.811
3010108,33.186715,-117.371867,40007,0.862
3010108,33.186601,-117.371769,40008,0.872
3010108,33.186601,-117.371769,50001,0.872
3010108,33.186268,-117.371485,50002,0.900
3010108,33.185968,-117.371233,50003,0.926
3010108,33.185191,-117.370579,50004,0.991
3010108,33.183587,-117.369238,50005,1.126
3010108,33.183422,-117.369095,50006,1.140
3010108,33.183422,-117.369095,60001,1.140
3010108,33.182823,-117.368574,60002,1.192
3010108,33.182029,-117.367904,60003,1.259
3010108,33.181936,-117.367827,60004,1.266
3010108,33.181216,-117.367237,60005,1.327
3010108,33.181186,-117.367210,60006,1.329
3010108,33.180894,-117.366964,60007,1.354
3010108,33.180616,-117.366732,60008,1.377
3010108,33.180280,-117.366453,60009,1.406
3010108,33.179945,-117.366174,60010,1.434
3010108,33.179828,-117.366072,60011,1.444
3010108,33.179612,-117.365886,60012,1.462
3010108,33.179462,-117.365756,60013,1.475
3010108,33.179345,-117.365654,60014,1.485
3010108,33.179004,-117.365355,60015,1.514
3010108,33.178571,-117.365001,60016,1.550
3010108,33.178571,-117.365001,70001,1.550
3010108,33.178363,-117.364831,70002,1.568
3010108,33.176948,-117.363641,70003,1.687
3010108,33.176948,-117.363641,80001,1.687
3010108,33.176863,-117.363569,80002,1.694
3010108,33.175229,-117.362192,80003,1.832
3010108,33.174899,-117.361914,80004,1.860
3010108,33.174899,-117.361914,90001,1.860
3010108,33.173728,-117.360925,90002,1.959
3010108,33.172248,-117.359677,90003,2.084
3010108,33.172248,-117.359677,100001,2.084
3010108,33.172091,-117.359545,100002,2.097
3010108,33.170588,-117.358277,100003,2.224
3010108,33.169835,-117.357647,100004,2.288
3010108,33.169694,-117.357530,100005,2.300
3010108,33.169312,-117.357212,100006,2.332
3010108,33.169036,-117.356980,100007,2.355
3010108,33.168837,-117.356814,100008,2.372
3010108,33.166614,-117.354942,100009,2.560
3010108,33.166570,-117.354913,100010,2.563
3010108,33.166195,-117.354673,100011,2.592
3010108,33.165785,-117.354488,100012,2.623
3010108,33.165313,-117.354364,100013,2.656
3010108,33.164890,-117.354326,100014,2.685
3010108,33.164629,-117.354333,100015,2.703
3010108,33.164233,-117.354363,100016,2.731
3010108,33.163694,-117.354399,100017,2.768
3010108,33.163567,-117.354420,100018,2.777
3010108,33.163141,-117.354409,100019,2.806
3010108,33.162680,-117.354321,100020,2.838
3010108,33.162261,-117.354169,100021,2.868
3010108,33.161862,-117.353951,100022,2.899
3010108,33.161832,-117.353931,100023,2.901
3010108,33.161696,-117.353832,100024,2.912
3010108,33.161696,-117.353832,110001,2.912
3010108,33.161619,-117.353775,110002,2.918
3010108,33.161079,-117.353330,110003,2.963
3010108,33.159993,-117.352441,110004,3.054
3010108,33.159346,-117.351907,110005,3.109
3010108,33.160108,-117.350593,110006,3.201
3010108,33.160760,-117.351121,110007,3.255
3010108,33.161036,-117.351348,110008,3.279
3010108,33.161036,-117.351348,120001,3.279
3010108,33.161576,-117.351794,120002,3.324
3010108,33.161788,-117.352097,120003,3.347
3010108,33.161079,-117.353330,120004,3.433
3010108,33.159993,-117.352441,120005,3.524
3010108,33.159346,-117.351907,120006,3.578
3010108,33.158233,-117.351001,120007,3.671
3010108,33.157968,-117.350831,120008,3.692
3010108,33.157680,-117.350716,120009,3.713
3010108,33.157353,-117.350663,120010,3.736
3010108,33.157216,-117.350664,120011,3.745
3010108,33.156800,-117.350718,120012,3.774
3010108,33.155900,-117.350823,120013,3.836
3010108,33.155900,-117.350823,130001,3.836
3010108,33.155683,-117.350848,130002,3.851
3010108,33.155285,-117.350820,130003,3.879
3010108,33.155164,-117.350795,130004,3.887
3010108,33.154800,-117.350686,130005,3.913
3010108,33.154419,-117.350499,130006,3.942
3010108,33.153914,-117.350149,130007,3.982
3010108,33.153346,-117.349753,130008,4.027
3010108,33.152764,-117.349347,130009,4.074
3010108,33.152435,-117.349117,130010,4.100
3010108,33.152435,-117.349117,140001,4.100
3010108,33.151915,-117.348752,140002,4.142
3010108,33.151257,-117.348247,140003,4.196
3010108,33.151090,-117.348107,140004,4.210
3010108,33.150544,-117.347663,140005,4.255
3010108,33.150329,-117.347500,140006,4.273
3010108,33.149523,-117.346905,140007,4.338
3010108,33.148860,-117.346403,140008,4.393
3010108,33.148202,-117.345899,140009,4.446
3010108,33.147514,-117.345354,140010,4.503
3010108,33.147396,-117.345258,140011,4.513
3010108,33.147396,-117.345258,150001,4.513
3010108,33.146832,-117.344800,150002,4.560
3010108,33.146395,-117.344432,150003,4.597
3010108,33.145424,-117.343560,150004,4.681
3010108,33.144407,-117.342636,150005,4.769
3010108,33.143960,-117.342239,150006,4.808
3010108,33.143040,-117.341541,150007,4.883
3010108,33.142212,-117.341011,150008,4.948
3010108,33.141443,-117.340589,150009,5.006
3010108,33.141443,-117.340589,160001,5.006
3010108,33.138068,-117.338735,160002,5.262
3010108,33.136894,-117.338116,160003,5.351
3010108,33.136067,-117.337756,160004,5.412
3010108,33.135452,-117.337455,160005,5.457
3010108,33.134713,-117.337021,160006,5.514
3010108,33.133659,-117.336283,160007,5.599
3010108,33.133659,-117.336283,170001,5.599
3010108,33.133358,-117.336073,170002,5.623
3010108,33.132506,-117.335471,170003,5.691
3010108,33.132014,-117.335135,170004,5.730
3010108,33.130088,-117.333785,170005,5.884
3010108,33.128572,-117.332721,170006,6.005
3010108,33.128449,-117.332634,170007,6.015
3010108,33.128449,-117.332634,180001,6.015
3010108,33.126310,-117.331128,180002,6.187
3010108,33.125991,-117.330912,180003,6.212
3010108,33.125461,-117.330523,180004,6.255
3010108,33.125234,-117.330351,180005,6.273
3010108,33.122353,-117.327921,180006,6.517
3010108,33.122044,-117.327744,180007,6.540
3010108,33.121338,-117.327383,180008,6.593
3010108,33.120925,-117.327206,180009,6.624
3010108,33.120925,-117.327206,190001,6.624
3010108,33.120747,-117.327130,190002,6.637
3010108,33.117365,-117.325694,190003,6.884
3010108,33.115264,-117.324823,190004,7.038
3010108,33.114465,-117.324424,190005,7.097
3010108,33.113801,-117.324024,190006,7.149
3010108,33.113068,-117.323525,190007,7.207
3010108,33.112604,-117.323141,190008,7.246
3010108,33.111992,-117.322784,190009,7.293
3010108,33.111809,-117.322693,190010,7.306
3010108,33.111809,-117.322693,200001,7.306
3010108,33.111707,-117.322643,200002,7.314
3010108,33.111794,-117.322409,200003,7.329
3010108,33.110258,-117.321770,200004,7.441
3010108,33.105958,-117.320055,200005,7.754
3010108,33.105558,-117.319821,200006,7.784
3010108,33.104997,-117.319545,200007,7.826
3010108,33.104997,-117.319545,210001,7.826
3010108,33.104472,-117.319286,210002,7.865
3010108,33.101807,-117.318185,210003,8.060
3010108,33.101419,-117.318019,210004,8.088
3010108,33.101419,-117.318019,220001,8.088
3010108,33.099455,-117.317177,220002,8.232
3010108,33.098626,-117.316920,220003,8.291
3010108,33.098626,-117.316920,230001,8.291
3010108,33.098383,-117.316844,230002,8.308
3010108,33.097629,-117.316613,230003,8.362
3010108,33.096181,-117.315981,230004,8.468
3010108,33.093991,-117.314956,230005,8.631
3010108,33.092641,-117.314368,230006,8.730
3010108,33.092020,-117.314123,230007,8.775
3010108,33.092020,-117.314123,240001,8.775
3010108,33.091780,-117.314028,240002,8.792
3010108,33.091038,-117.313780,240003,8.845
3010108,33.085854,-117.311814,240004,9.220
3010108,33.085452,-117.311597,240005,9.251
3010108,33.085086,-117.311331,240006,9.280
3010108,33.084506,-117.310850,240007,9.329
3010108,33.084506,-117.310850,250001,9.329
3010108,33.084396,-117.310758,250002,9.338
3010108,33.084011,-117.310388,250003,9.372
3010108,33.083791,-117.310108,250004,9.395
3010108,33.083111,-117.309342,250005,9.459
3010108,33.082895,-117.309140,250006,9.478
3010108,33.082524,-117.308780,250007,9.511
3010108,33.082063,-117.308409,250008,9.550
3010108,33.081568,-117.308089,250009,9.588
3010108,33.081419,-117.308016,250010,9.599
3010108,33.081419,-117.308016,260001,9.599
3010108,33.081059,-117.307838,260002,9.626
3010108,33.080213,-117.307531,260003,9.687
3010108,33.078831,-117.307070,260004,9.786
3010108,33.078636,-117.307004,260005,9.800
3010108,33.078636,-117.307004,270001,9.800
3010108,33.077486,-117.306617,270002,9.883
3010108,33.076307,-117.306217,270003,9.967
3010108,33.075867,-117.306070,270004,9.999
3010108,33.075867,-117.306070,280001,9.999
3010108,33.075740,-117.306027,280002,10.008
3010108,33.075353,-117.305896,280003,10.035
3010108,33.074487,-117.305604,280004,10.097
3010108,33.073882,-117.305398,280005,10.141
3010108,33.073438,-117.305252,280006,10.173
3010108,33.072010,-117.304778,280007,10.275
3010108,33.070702,-117.304341,280008,10.368
3010108,33.069420,-117.303918,280009,10.460
3010108,33.069092,-117.303809,280010,10.483
3010108,33.069092,-117.303809,290001,10.483
3010108,33.068134,-117.303491,290002,10.552
3010108,33.066906,-117.303085,290003,10.640
3010108,33.065626,-117.302658,290004,10.731
3010108,33.064464,-117.302272,290005,10.815
3010108,33.064209,-117.302187,290006,10.833
3010108,33.063987,-117.302114,290007,10.849
3010108,33.063987,-117.302114,300001,10.849
3010108,33.063080,-117.301815,300002,10.914
3010108,33.062675,-117.301679,300003,10.943
3010108,33.061817,-117.301349,300004,11.005
3010108,33.061510,-117.301215,300005,11.027
3010108,33.060676,-117.300800,300006,11.090
3010108,33.060367,-117.300630,300007,11.113
3010108,33.059503,-117.300097,300008,11.180
3010108,33.058559,-117.299489,300009,11.254
3010108,33.058078,-117.299179,300010,11.292
3010108,33.056640,-117.298252,300011,11.405
3010108,33.056154,-117.297938,300012,11.443
3010108,33.056154,-117.297938,310001,11.443
3010108,33.054358,-117.296782,310002,11.584
3010108,33.051982,-117.295236,310003,11.770
3010108,33.051510,-117.294933,310004,11.807
3010108,33.051017,-117.294689,310005,11.844
3010108,33.050477,-117.294493,310006,11.883
3010108,33.050471,-117.294492,310007,11.883
3010108,33.050471,-117.294492,320001,11.883
3010108,33.049923,-117.294366,320002,11.922
3010108,33.048770,-117.294186,320003,12.002
3010108,33.048840,-117.293210,320004,12.059
3010108,33.048840,-117.293210,330001,12.059
3010108,33.048857,-117.292970,330002,12.073
3010108,33.046749,-117.292700,330003,12.219
3010108,33.046103,-117.292620,330004,12.264
3010108,33.045362,-117.292525,330005,12.315
3010108,33.045362,-117.292525,340001,12.315
3010108,33.044794,-117.292451,340002,12.354
3010108,33.044760,-117.292852,340003,12.378
3010108,33.044682,-117.293667,340004,12.425
3010108,33.043361,-117.293488,340005,12.517
3010108,33.042049,-117.293310,340006,12.608
3010108,33.040964,-117.293162,340007,12.683
3010108,33.040964,-117.293162,350001,12.683
3010108,33.040737,-117.293131,350002,12.699
3010108,33.039411,-117.292952,350003,12.791
3010108,33.038109,-117.292780,350004,12.881
3010108,33.037613,-117.292657,350005,12.916
3010108,33.037114,-117.292465,350006,12.952
3010108,33.036805,-117.292308,350007,12.975
3010108,33.036575,-117.292191,350008,12.993
3010108,33.036575,-117.292191,360001,12.993
3010108,33.035103,-117.291446,360002,13.103
3010108,33.034547,-117.291155,360003,13.145
3010108,33.032730,-117.290213,360004,13.281
3010108,33.028029,-117.287766,360005,13.635
3010108,33.024791,-117.285815,360006,13.885
3010108,33.024791,-117.285815,370001,13.885
3010108,33.023566,-117.285077,370002,13.980
3010108,33.021807,-117.283993,370003,14.117
3010108,33.019532,-117.282596,370004,14.293
3010108,33.019021,-117.282316,370005,14.332
3010108,33.018604,-117.282096,370006,14.363
3010108,33.018604,-117.282096,380001,14.363
3010108,33.018304,-117.281939,380002,14.386
3010108,33.016294,-117.281063,380003,14.534
3010108,33.015968,-117.280919,380004,14.558
3010108,33.014221,-117.280142,380005,14.686
3010108,33.013914,-117.280031,380006,14.708
3010108,33.013030,-117.279723,380007,14.772
3010108,33.013030,-117.279723,390001,14.772
3010108,33.012806,-117.279646,390002,14.788
3010108,33.012025,-117.279428,390003,14.843
3010108,33.007937,-117.278522,390004,15.130
3010108,33.006960,-117.278354,390005,15.198
3010108,33.004876,-117.278085,390006,15.342
3010108,33.004215,-117.277937,390007,15.388
3010108,33.003604,-117.277737,390008,15.432
3010108,33.002919,-117.277436,390009,15.482
3010108,33.002252,-117.277063,390010,15.533
3010108,33.001719,-117.276704,390011,15.576
3010108,33.001334,-117.276390,390012,15.608
3010108,33.000537,-117.275617,390013,15.679
3010108,33.000393,-117.275459,390014,15.692
3010108,32.999949,-117.275046,390015,15.731
3010108,32.999536,-117.274738,390016,15.765
3010108,32.998910,-117.274349,390017,15.813
3010108,32.998256,-117.274018,390018,15.862
3010108,32.997901,-117.273849,390019,15.889
3010108,32.997901,-117.273849,400001,15.889
3010108,32.996709,-117.273280,400002,15.977
3010108,32.995258,-117.272591,400003,16.085
3010108,32.994862,-117.272452,400004,16.113
3010108,32.994862,-117.272452,410001,16.113
3010108,32.994756,-117.272415,410002,16.121
3010108,32.994266,-117.272263,410003,16.156
3010108,32.991838,-117.271677,410004,16.327
3010108,32.991380,-117.271569,410005,16.359
3010108,32.991380,-117.271569,420001,16.359
3010108,32.987970,-117.270771,420002,16.598
3010108,32.987966,-117.270770,420003,16.599
3010108,32.987966,-117.270770,430001,16.599
3010108,32.987419,-117.270644,430002,16.637
3010108,32.986502,-117.270434,430003,16.701
3010108,32.986135,-117.270345,430004,16.727
3010108,32.985786,-117.270263,430005,16.752
3010108,32.983501,-117.269720,430006,16.912
3010108,32.983501,-117.269720,440001,16.912
3010108,32.981170,-117.269166,440002,17.076
3010108,32.980354,-117.269116,440003,17.132
3010108,32.980354,-117.269116,450001,17.132
3010108,32.980241,-117.269109,450002,17.140
3010108,32.979815,-117.269111,450003,17.169
3010108,32.978377,-117.269215,450004,17.269
3010108,32.977846,-117.269258,450005,17.305
3010108,32.977409,-117.269259,450006,17.336
3010108,32.976736,-117.269215,450007,17.382
3010108,32.974142,-117.268804,450008,17.562
3010108,32.973544,-117.268702,450009,17.604
3010108,32.972682,-117.268555,450010,17.664
3010108,32.972307,-117.268484,450011,17.690
3010108,32.972307,-117.268484,460001,17.690
3010108,32.972188,-117.268462,460002,17.698
3010108,32.971661,-117.268358,460003,17.735
3010108,32.971008,-117.268226,460004,17.781
3010108,32.970887,-117.268205,460005,17.789
3010108,32.970352,-117.268101,460006,17.827
3010108,32.970245,-117.268077,460007,17.834
3010108,32.969699,-117.267973,460008,17.872
3010108,32.969578,-117.267949,460009,17.881
3010108,32.969455,-117.267925,460010,17.889
3010108,32.969286,-117.267883,460011,17.901
3010108,32.969286,-117.267883,470001,17.901
3010108,32.969049,-117.267825,470002,17.918
3010108,32.968397,-117.267580,470003,17.965
3010108,32.967989,-117.267392,470004,17.995
3010108,32.967759,-117.267272,470005,18.013
3010108,32.967545,-117.267139,470006,18.029
3010108,32.967160,-117.266832,470007,18.061
3010108,32.965662,-117.265595,470008,18.187
3010108,32.965424,-117.265429,470009,18.206
3010108,32.965183,-117.265309,470010,18.224
3010108,32.964865,-117.265208,470011,18.247
3010108,32.964610,-117.265182,470012,18.264
3010108,32.963603,-117.265203,470013,18.334
3010108,32.962677,-117.265228,470014,18.398
3010108,32.962193,-117.265239,470015,18.431
3010108,32.962047,-117.265240,470016,18.441
3010108,32.960983,-117.265274,470017,18.514
3010108,32.960186,-117.265287,470018,18.569
3010108,32.959807,-117.265264,470019,18.595
3010108,32.959807,-117.265264,480001,18.595
3010108,32.959651,-117.265255,480002,18.606
3010108,32.959601,-117.265248,480003,18.610
3010108,32.959146,-117.265158,480004,18.641
3010108,32.958581,-117.264956,480005,18.682
3010108,32.957532,-117.264572,480006,18.758
3010108,32.957374,-117.264514,480007,18.769
3010108,32.957374,-117.264514,490001,18.769
3010108,32.956964,-117.264363,490002,18.799
3010108,32.956471,-117.264168,490003,18.834
3010108,32.955433,-117.263775,490004,18.910
3010108,32.954893,-117.263570,490005,18.949
3010108,32.954389,-117.263378,490006,18.985
3010108,32.953677,-117.263100,490007,19.037
3010108,32.953677,-117.263100,500001,19.037
3010108,32.953348,-117.262972,500002,19.061
3010108,32.952808,-117.262763,500003,19.100
3010108,32.952290,-117.262559,500004,19.137
3010108,32.951761,-117.262360,500005,19.176
3010108,32.951232,-117.262159,500006,19.214
3010108,32.950704,-117.261954,500007,19.252
3010108,32.950200,-117.261762,500008,19.289
3010108,32.949682,-117.261564,500009,19.326
3010108,32.949147,-117.261359,500010,19.365
3010108,32.949137,-117.261355,500011,19.366
3010108,32.949137,-117.261355,510001,19.366
3010108,32.948621,-117.261157,510002,19.403
3010108,32.948098,-117.260955,510003,19.441
3010108,32.947591,-117.260761,510004,19.478
3010108,32.947076,-117.260559,510005,19.515
3010108,32.946432,-117.260310,510006,19.562
3010108,32.946018,-117.260201,510007,19.591
3010108,32.945612,-117.260135,510008,19.619
3010108,32.945222,-117.260117,510009,19.646
3010108,32.944716,-117.260164,510010,19.681
3010108,32.944258,-117.260272,510011,19.713
3010108,32.943183,-117.260684,510012,19.791
3010108,32.942249,-117.260973,510013,19.858
3010108,32.941698,-117.261074,510014,19.896
3010108,32.940296,-117.261126,510015,19.993
3010108,32.938762,-117.261184,510016,20.098
3010108,32.938482,-117.261177,510017,20.118
3010108,32.938267,-117.261194,510018,20.133
3010108,32.937718,-117.261191,510019,20.170
3010108,32.937177,-117.261136,510020,20.208
3010108,32.935798,-117.260827,510021,20.304
3010108,32.935798,-117.260827,520001,20.304
3010108,32.935371,-117.260731,520002,20.334
3010108,32.934611,-117.260556,520003,20.388
3010108,32.934008,-117.260419,520004,20.430
3010108,32.929852,-117.259745,520005,20.719
3010108,32.929325,-117.259622,520006,20.756
3010108,32.929078,-117.259533,520007,20.774
3010108,32.929078,-117.259533,530001,20.774
3010108,32.928744,-117.259413,530002,20.798
3010108,32.928670,-117.259380,530003,20.803
3010108,32.928312,-117.259173,530004,20.831
3010108,32.927886,-117.258836,530005,20.866
3010108,32.927793,-117.258750,530006,20.874
3010108,32.927758,-117.258717,530007,20.877
3010108,32.927368,-117.258305,530008,20.913
3010108,32.924586,-117.254656,530009,21.199
3010108,32.924279,-117.254183,530010,21.234
3010108,32.922754,-117.251190,530011,21.437
3010108,32.922436,-117.250698,530012,21.473
3010108,32.922088,-117.250270,530013,21.508
3010108,32.921725,-117.249927,530014,21.540
3010108,32.921318,-117.249620,530015,21.573
3010108,32.920916,-117.249393,530016,21.604
3010108,32.920417,-117.249179,530017,21.640
3010108,32.919923,-117.249040,530018,21.675
3010108,32.919031,-117.248906,530019,21.737
3010108,32.918521,-117.248773,530020,21.773
3010108,32.917984,-117.248565,530021,21.812
3010108,32.917489,-117.248305,530022,21.849
3010108,32.916748,-117.247769,530023,21.909
3010108,32.914053,-117.245597,530024,22.134
3010108,32.913599,-117.245309,530025,22.169
3010108,32.913188,-117.245125,530026,22.199
3010108,32.912854,-117.245027,530027,22.223
3010108,32.911336,-117.244716,530028,22.329
3010108,32.910366,-117.244512,530029,22.397
3010108,32.910366,-117.244512,540001,22.397
3010108,32.910225,-117.244482,540002,22.407
3010108,32.908897,-117.244203,540003,22.500
3010108,32.908156,-117.244038,540004,22.552
3010108,32.907272,-117.243859,540005,22.614
3010108,32.906774,-117.243753,540006,22.649
3010108,32.906774,-117.243753,550001,22.649
3010108,32.906466,-117.243687,550002,22.670
3010108,32.905412,-117.243463,550003,22.744
3010108,32.904589,-117.243284,550004,22.802
3010108,32.904370,-117.243240,550005,22.817
3010108,32.903579,-117.243068,550006,22.872
3010108,32.903406,-117.243030,550007,22.885
3010108,32.902518,-117.242834,550008,22.947
3010108,32.902438,-117.242814,550009,22.952
3010108,32.901670,-117.242645,550010,23.006
3010108,32.901456,-117.242603,550011,23.021
3010108,32.901456,-117.242603,560001,23.021
3010108,32.898890,-117.242090,560002,23.201
3010108,32.898130,-117.241931,560003,23.254
3010108,32.897827,-117.241868,560004,23.275
3010108,32.897827,-117.241868,570001,23.275
3010108,32.894985,-117.241273,570002,23.474
3010108,32.894106,-117.241085,570003,23.535
3010108,32.894106,-117.241085,580001,23.535
3010108,32.892980,-117.240844,580002,23.614
3010108,32.892601,-117.240725,580003,23.641
3010108,32.892212,-117.240545,580004,23.670
3010108,32.891849,-117.240300,580005,23.699
3010108,32.891210,-117.241266,580006,23.770
3010108,32.891210,-117.241266,590001,23.770
3010108,32.891156,-117.241347,590002,23.776
3010108,32.890803,-117.241819,590003,23.813
3010108,32.890579,-117.242032,590004,23.833
3010108,32.889968,-117.242422,590005,23.880
3010108,32.889297,-117.242851,590006,23.933
3010108,32.888703,-117.243222,590007,23.979
3010108,32.888220,-117.243461,590008,24.015
3010108,32.887696,-117.243654,590009,24.053
3010108,32.887498,-117.243704,590010,24.067
3010108,32.887454,-117.243711,590011,24.070
3010108,32.887454,-117.243711,600001,24.070
3010108,32.886953,-117.243795,600002,24.105
3010108,32.886120,-117.243848,600003,24.163
3010108,32.885787,-117.243850,600004,24.185
3010108,32.885787,-117.243850,610001,24.185
3010108,32.883797,-117.243864,610002,24.323
3010108,32.881038,-117.243882,610003,24.513
3010108,32.880463,-117.243883,610004,24.552
3010108,32.880463,-117.243883,620001,24.552
3010108,32.877976,-117.243889,620002,24.724
3010108,32.877138,-117.243834,620003,24.782
3010108,32.876009,-117.243662,620004,24.860
3010108,32.875608,-117.243651,620005,24.888
3010108,32.874902,-117.243652,620006,24.936
3010108,32.874902,-117.243652,630001,24.936
3010108,32.872368,-117.243657,630002,25.111
3010108,32.871936,-117.243652,630003,25.141
3010108,32.871563,-117.243576,630004,25.167
3010108,32.871057,-117.243319,630005,25.205
3010108,32.871660,-117.242157,630006,25.284
3010108,32.871790,-117.242009,630007,25.297
3010108,32.871947,-117.241919,630008,25.309
3010108,32.872121,-117.241889,630009,25.321
3010108,32.872616,-117.241884,630010,25.355
3010108,32.872565,-117.241210,630011,25.394
3010108,32.872565,-117.241210,640001,25.394
3010108,32.872491,-117.240225,640002,25.452
3010108,32.872506,-117.240102,640003,25.459
3010108,32.872579,-117.239891,640004,25.472
3010108,32.872704,-117.239720,640005,25.485
3010108,32.872945,-117.239533,640006,25.505
3010108,32.872984,-117.239485,640007,25.509
3010108,32.873238,-117.239042,640008,25.540
3010108,32.873401,-117.238871,640009,25.555
3010108,32.873597,-117.238756,640010,25.570
3010108,32.873768,-117.238660,640011,25.583
3010108,32.873915,-117.238518,640012,25.596
3010108,32.874102,-117.238224,640013,25.618
3010108,32.875204,-117.238894,640014,25.703
3010108,32.875204,-117.238894,650001,25.703
3010108,32.875505,-117.239077,650002,25.726
3010108,32.875760,-117.239145,650003,25.744
3010108,32.875980,-117.239151,650004,25.760
3010108,32.876192,-117.239104,650005,25.774
3010108,32.876457,-117.238964,650006,25.794
3010108,32.876700,-117.238751,650007,25.815
3010108,32.876845,-117.238538,650008,25.831
3010108,32.876943,-117.238314,650009,25.846
3010108,32.877017,-117.238009,650010,25.864
3010108,32.877033,-117.237749,650011,25.879
3010108,32.877034,-117.237560,650012,25.890
3010108,32.877039,-117.236980,650013,25.924
3010108,32.877046,-117.236052,650014,25.978
3010108,32.877048,-117.235537,650015,26.008
3010108,32.877048,-117.235537,660001,26.008
3010108,32.877051,-117.234769,660002,26.053
3010108,32.876991,-117.234045,660003,26.095
3010108,32.876883,-117.233389,660004,26.134
3010108,32.876857,-117.233271,660005,26.141
3010108,32.876312,-117.233383,660006,26.179
3010108,32.875429,-117.233366,660007,26.240
3010108,32.875173,-117.233415,660008,26.258
3010108,32.874690,-117.233650,660009,26.294
3010108,32.874690,-117.233650,670001,26.294
3010108,32.874577,-117.233705,670002,26.302
3010108,32.873797,-117.234097,670003,26.361
3010108,32.873565,-117.234202,670004,26.378
3010108,32.873295,-117.234261,670005,26.397
3010108,32.872995,-117.234261,670006,26.417
3010108,32.872713,-117.234192,670007,26.437
3010108,32.872160,-117.233913,670008,26.479
3010108,32.871921,-117.233848,670009,26.495
3010108,32.871688,-117.233858,670010,26.512
3010108,32.870300,-117.233859,670011,26.607
3010108,32.869563,-117.233844,670012,26.658
3010108,32.869121,-117.233794,670013,26.689
3010108,32.868602,-117.233681,670014,26.725
3010108,32.867955,-117.233475,670015,26.771
3010108,32.867547,-117.233369,670016,26.800
3010108,32.867855,-117.231713,670017,26.899
3010108,32.867855,-117.231713,680001,26.899
3010108,32.867926,-117.231335,680002,26.921
3010108,32.867940,-117.231266,680003,26.925
3010108,32.868141,-117.230191,680004,26.989
3010108,32.868176,-117.229859,680005,27.009
3010108,32.868200,-117.229625,680006,27.022
3010108,32.868218,-117.229478,680007,27.031
3010108,32.868233,-117.229345,680008,27.039
3010108,32.868274,-117.228997,680009,27.059
3010108,32.868331,-117.227991,680010,27.118
3010108,32.868344,-117.227086,680011,27.171
3010108,32.868351,-117.224780,680012,27.305
3010108,32.868600,-117.224768,680013,27.322
3010108,32.868600,-117.224768,690001,27.322
3010108,32.869215,-117.224737,690002,27.364
3010108,32.869341,-117.224700,690003,27.373
3010108,32.869598,-117.224559,690004,27.393
3010108,32.869778,-117.224382,690005,27.409
3010108,32.870288,-117.223844,690006,27.456
3010108,32.870418,-117.223744,690007,27.466
3010108,32.870844,-117.223459,690008,27.500
3010108,32.870710,-117.223171,690009,27.519
3010108,32.870710,-117.223171,700001,27.519
3010108,32.870506,-117.222732,700002,27.548
3010108,32.870386,-117.222298,700003,27.575
3010108,32.870320,-117.221884,700004,27.600
3010108,32.870305,-117.221401,700005,27.628
3010108,32.870347,-117.220965,700006,27.653
3010108,32.870441,-117.220524,700007,27.680
3010108,32.870595,-117.220089,700008,27.707
3010108,32.871425,-117.218417,700009,27.820
3010108,32.871464,-117.218314,700010,27.826
3010108,32.871609,-117.218029,700011,27.846
3010108,32.871638,-117.217944,700012,27.851
3010108,32.871638,-117.217944,710001,27.851
3010108,32.871820,-117.217409,710002,27.885
3010108,32.871982,-117.216736,710003,27.925
3010108,32.872071,-117.216327,710004,27.950
3010108,32.872108,-117.216155,710005,27.960
3010108,32.872564,-117.214056,710006,28.086
3010108,32.872042,-117.214059,710007,28.122
3010108,32.872042,-117.214059,720001,28.122
3010108,32.869856,-117.214072,720002,28.273
3010108,32.869101,-117.214075,720003,28.325
3010108,32.869023,-117.214075,720004,28.330
3010108,32.868474,-117.214034,720005,28.368
3010108,32.868079,-117.213954,720006,28.396
3010108,32.868083,-117.213740,720007,28.408
3010108,32.868246,-117.213771,720008,28.420
3010108,32.868360,-117.213806,720009,28.428
3010108,32.868609,-117.213834,720010,28.445
3010108,32.869108,-117.213836,720011,28.479
3010108,32.869617,-117.213839,720012,28.514
3010108,32.869648,-117.213818,720013,28.517
3010108,32.869687,-117.213782,720014,28.520
3010108,32.869689,-117.213473,720015,28.538
3010108,32.869664,-117.213435,720016,28.541
3010108,32.869625,-117.213410,720017,28.544
